"Team Name","First Name","Last Name","Email","Manager Email","Monday","Tuesday","Wednesday","Thursday","Friday","KeepEmpty"
"G1T2","Sol","Bogisich","sol.bogisich@worldcompany.com","tyisha.sawayn@worldcompany.com","T","","T","",""
"G1T2","Mertie","Runolfsdottir","mertie.runolfsdottir@worldcompany.com","tyisha.sawayn@worldcompany.com","T","","T","",""
"G2T1","Devona","Osinski","devona.osinski@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Jordan","Haley","jordan.haley@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Thaddeus","Jenkins","thaddeus.jenkins@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Randell","Schultz","randell.schultz@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Julianna","Schuppe","julianna.schuppe@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Brett","Wintheiser","brett.wintheiser@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Terrell","Parisian","terrell.parisian@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Ricky","Dietrich","ricky.dietrich@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Bill","Schimmel","bill.schimmel@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Shantay","Bins","shantay.bins@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Kermit","Casper","kermit.casper@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Dana","Beier","dana.beier@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Keith","Nienow","keith.nienow@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Eldon","Vandervort","eldon.vandervort@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Setsuko","Collins","setsuko.collins@worldcompany.com","ferdinand.waelchi@worldcompany.com","","F","T","F","T"
"G2T1","Hosea","Shanahan","hosea.shanahan@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T1","Romeo","Pollich","romeo.pollich@worldcompany.com","ferdinand.waelchi@worldcompany.com","","","T","","T"
"G2T2","Michaele","Gleason","michaele.gleason@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Leon","Abshire","leon.abshire@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Tonja","Erdman","tonja.erdman@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Eloy","Hintz","eloy.hintz@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Krystal","Renner","krystal.renner@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Shera","Bogan","shera.bogan@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Chris","Franecki","chris.franecki@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Jamaal","Marquardt","jamaal.marquardt@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Patricia","Sporer","patricia.sporer@worldcompany.com","lauren.stanton@worldcompany.com","","F","T","","T"
"G2T2","Ingrid","Marks","ingrid.marks@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Frances","Bailey","frances.bailey@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Denny","Walker","denny.walker@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Dwayne","Lebsack","dwayne.lebsack@worldcompany.com","lauren.stanton@worldcompany.com","","F","T","","T"
"G2T2","Boris","Strosin","boris.strosin@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Belva","Cormier","belva.cormier@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Titus","Botsford","titus.botsford@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Myriam","Leannon","myriam.leannon@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Gilberto","Haley","gilberto.haley@worldcompany.com","lauren.stanton@worldcompany.com","","F","T","","T"
"G2T2","Tomoko","Rempel","tomoko.rempel@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G2T2","Charolette","Collier","charolette.collier@worldcompany.com","lauren.stanton@worldcompany.com","","","T","","T"
"G3T1","Dorian","Predovic","dorian.predovic@worldcompany.com","landon.paucek@worldcompany.com","F","T","F","","T"
"G3T1","Harvey","Wisoky","harvey.wisoky@worldcompany.com","landon.paucek@worldcompany.com","","T","","","T"
"G3T1","Fallon","Nikolaus","fallon.nikolaus@worldcompany.com","landon.paucek@worldcompany.com","","T","F","","T"
"G3T2","Scot","Ward","scot.ward@worldcompany.com","robert.kuphal@worldcompany.com","","T","","","T"
"G3T2","Paulene","Feest","paulene.feest@worldcompany.com","robert.kuphal@worldcompany.com","","T","","","T"
"G3T2","Sebastian","Bruen","sebastian.bruen@worldcompany.com","robert.kuphal@worldcompany.com","","T","","","T"
"G3T2","Sidney","Lakin","sidney.lakin@worldcompany.com","robert.kuphal@worldcompany.com","","T","","","T"
"G3T2","Tom","Marvin","tom.marvin@worldcompany.com","robert.kuphal@worldcompany.com","","T","","","T"
"G3T2","Van","Leffler","van.leffler@worldcompany.com","robert.kuphal@worldcompany.com","","T","","","T"
"G3T2","Assunta","Tremblay","assunta.tremblay@worldcompany.com","robert.kuphal@worldcompany.com","","T","","","T"
"G3T2","Letty","Bechtelar","letty.bechtelar@worldcompany.com","robert.kuphal@worldcompany.com","F","T","F","F","T"
"G3T2","Arron","McGlynn","arron.mcglynn@worldcompany.com","robert.kuphal@worldcompany.com","F","T","F","","T"
"G3T2","Juliette","Ritchie","juliette.ritchie@worldcompany.com","robert.kuphal@worldcompany.com","","T","","","T"
"G3T2","Stan","Kub","stan.kub@worldcompany.com","robert.kuphal@worldcompany.com","F","T","F","F","T"
"G3T2","Tracee","O'Connell","tracee.o'connell@worldcompany.com","robert.kuphal@worldcompany.com","","T","","","T"
"G3T3","Ermelinda","Corwin","ermelinda.corwin@worldcompany.com","enoch.langworth@worldcompany.com","","T","","","T"
"G3T3","Leo","Walker","leo.walker@worldcompany.com","enoch.langworth@worldcompany.com","F","T","F","F","T"
"G3T3","Leonel","Lang","leonel.lang@worldcompany.com","enoch.langworth@worldcompany.com","","T","","","T"
"G3T3","Rosio","Kozey","rosio.kozey@worldcompany.com","enoch.langworth@worldcompany.com","","T","","","T"
"G3T3","Collin","Hammes","collin.hammes@worldcompany.com","enoch.langworth@worldcompany.com","","T","","","T"
"G3T3","Evette","Sawayn","evette.sawayn@worldcompany.com","enoch.langworth@worldcompany.com","","T","F","F","T"
"G3T3","Adeline","Dicki","adeline.dicki@worldcompany.com","enoch.langworth@worldcompany.com","","T","","","T"
"G3T3","Sun","Padberg","sun.padberg@worldcompany.com","enoch.langworth@worldcompany.com","F","T","F","F","T"
"G4T1","Waldo","Klocko","waldo.klocko@worldcompany.com","mike.treutel@worldcompany.com","","T","","T",""
"G4T1","Patrick","Casper","patrick.casper@worldcompany.com","mike.treutel@worldcompany.com","F","T","","T","F"
"G4T1","Frances","Hauck","frances.hauck@worldcompany.com","mike.treutel@worldcompany.com","F","T","","T","F"
"G4T1","Warner","Ward","warner.ward@worldcompany.com","mike.treutel@worldcompany.com","F","T","","T",""
"G4T1","Leona","Runolfsson","leona.runolfsson@worldcompany.com","mike.treutel@worldcompany.com","","T","","T",""
"G4T2","Jessie","Schiller","jessie.schiller@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Delaine","MacGyver","delaine.macgyver@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Morton","Satterfield","morton.satterfield@worldcompany.com","willy.barton@worldcompany.com","F","T","F","T","F"
"G4T2","Dewey","Gutkowski","dewey.gutkowski@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Jeannette","Mueller","jeannette.mueller@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Stuart","Altenwerth","stuart.altenwerth@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Latina","Yundt","latina.yundt@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Verlie","Beer","verlie.beer@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Weston","Hudson","weston.hudson@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Robena","Parker","robena.parker@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Lamar","Runolfsson","lamar.runolfsson@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Ida","Raynor","ida.raynor@worldcompany.com","willy.barton@worldcompany.com","F","T","F","T",""
"G4T2","Cindi","Block","cindi.block@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Xuan","Pfeffer","xuan.pfeffer@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T2","Dannielle","Hamill","dannielle.hamill@worldcompany.com","willy.barton@worldcompany.com","","T","","T",""
"G4T3","Pete","Hammes","pete.hammes@worldcompany.com","kory.langworth@worldcompany.com","","T","","T",""
"G4T3","Nerissa","Abbott","nerissa.abbott@worldcompany.com","kory.langworth@worldcompany.com","","T","F","T",""
"G4T3","Delphine","Labadie","delphine.labadie@worldcompany.com","kory.langworth@worldcompany.com","","T","","T",""
"G4T3","Gavin","Muller","gavin.muller@worldcompany.com","kory.langworth@worldcompany.com","","T","","T",""
"G4T3","Antwan","Ullrich","antwan.ullrich@worldcompany.com","kory.langworth@worldcompany.com","","T","F","T",""
"G4T3","Cecil","Reichert","cecil.reichert@worldcompany.com","kory.langworth@worldcompany.com","F","T","F","T","F"
"G5T1","Rossana","Christiansen","rossana.christiansen@worldcompany.com","migdalia.kemmer@worldcompany.com","T","","F","T",""
"G5T1","Zana","Boyer","zana.boyer@worldcompany.com","migdalia.kemmer@worldcompany.com","T","F","F","T","F"
"G5T1","Lanny","D'Amore","lanny.d'amore@worldcompany.com","migdalia.kemmer@worldcompany.com","T","","","T",""
"G5T1","Vance","Buckridge","vance.buckridge@worldcompany.com","migdalia.kemmer@worldcompany.com","T","","","T",""
"G5T1","Alayna","Stiedemann","alayna.stiedemann@worldcompany.com","migdalia.kemmer@worldcompany.com","T","","","T",""
"G5T1","Rudy","Farrell","rudy.farrell@worldcompany.com","migdalia.kemmer@worldcompany.com","T","","","T",""
"G5T1","Toi","O'Hara","toi.o'hara@worldcompany.com","migdalia.kemmer@worldcompany.com","T","F","F","T","F"
"G5T1","Ward","Boyer","ward.boyer@worldcompany.com","migdalia.kemmer@worldcompany.com","T","","","T",""
"G5T1","Rolando","Hane","rolando.hane@worldcompany.com","migdalia.kemmer@worldcompany.com","T","","","T",""
"G5T2","Leota","Larson","leota.larson@worldcompany.com","barbara.sporer@worldcompany.com","T","","","T",""
"G5T2","Cleora","Swift","cleora.swift@worldcompany.com","barbara.sporer@worldcompany.com","T","","","T",""
"G5T2","Rita","Klocko","rita.klocko@worldcompany.com","barbara.sporer@worldcompany.com","T","","","T",""
"G5T2","Dustin","Dach","dustin.dach@worldcompany.com","barbara.sporer@worldcompany.com","T","","","T",""
"G5T2","Dave","Heller","dave.heller@worldcompany.com","barbara.sporer@worldcompany.com","T","","","T",""
"G5T2","Catarina","Koepp","catarina.koepp@worldcompany.com","barbara.sporer@worldcompany.com","T","F","","T",""
"G5T2","Rolf","Reilly","rolf.reilly@worldcompany.com","barbara.sporer@worldcompany.com","T","","","T",""
"G5T2","Porter","Morar","porter.morar@worldcompany.com","barbara.sporer@worldcompany.com","T","","","T",""
"G5T2","Melodie","Bruen","melodie.bruen@worldcompany.com","barbara.sporer@worldcompany.com","T","","","T",""
"G5T3","Burl","Kautzer","burl.kautzer@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Norman","Feil","norman.feil@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Deetta","Lakin","deetta.lakin@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Nick","Koch","nick.koch@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Franklyn","Nitzsche","franklyn.nitzsche@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Joey","Schuster","joey.schuster@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Cristina","Turcotte","cristina.turcotte@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Jenelle","Gaylord","jenelle.gaylord@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Stephaine","Predovic","stephaine.predovic@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Chase","Gaylord","chase.gaylord@worldcompany.com","jared.powlowski@worldcompany.com","T","F","","T","F"
"G5T3","Miguel","Hyatt","miguel.hyatt@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
"G5T3","Roselyn","Krajcik","roselyn.krajcik@worldcompany.com","jared.powlowski@worldcompany.com","T","","","T",""
